Date,High_Probability
1914-01-31,0.9980849797074933
1914-02-28,0.9965415775540581
1914-03-31,0.9962961031913617
1914-04-30,0.9966548970778524
1914-05-31,0.998823584870999
1914-06-30,0.9967564470081496
1914-07-31,0.996859387553527
1914-08-31,0.9995870232404195
1914-09-30,0.9989128910737609
1914-10-31,0.9966635366337426
1914-11-30,0.996223363518632
1914-12-31,0.9961403018446743
1915-01-31,0.9961398515204661
1915-02-28,0.9962205243417949
1915-03-31,0.9966489512131816
1915-04-30,0.9988568057939347
1915-05-31,0.9989419518161696
1915-06-30,0.9979767806472857
1915-07-31,0.9832657492205903
1915-08-31,0.9189823556037784
1915-09-30,0.9158753070213066
1915-10-31,0.9727760721282142
1915-11-30,0.9762446445104834
1915-12-31,0.9411035867968125
1916-01-31,0.748217907853201
1923-03-31,0.8805014503201594
1923-04-30,0.9789642620140094
1923-05-31,0.9947206936229752
1923-06-30,0.9984710667046981
1923-07-31,0.9993617404067169
1923-08-31,0.9996789558243362
1923-09-30,0.9998261229945675
1923-10-31,0.9998331170056218
1923-11-30,0.9996926374540256
1923-12-31,0.9994177437372493
1924-01-31,0.9996784964245754
1924-02-29,0.9993578759460243
1924-03-31,0.9981719768476598
1924-04-30,0.9908375978889259
1924-05-31,0.9798870053867733
1924-06-30,0.9475169424780764
1924-07-31,0.8410896720396044
1924-08-31,0.7674982109438973
1924-09-30,0.7218017602070714
1924-10-31,0.7009319559875953
1924-11-30,0.70348746070805
1924-12-31,0.7296398679663633
1925-01-31,0.7811452244722283
1925-02-28,0.8614619430155426
1925-03-31,0.975987282208588
1925-04-30,0.9942897677409123
1925-05-31,0.9984553209370566
1925-06-30,0.9996133935956781
1925-07-31,0.9997979061932647
1925-08-31,0.999879514541765
1925-09-30,0.9998149910249671
1925-10-31,0.999603240258371
1925-11-30,0.9998467457653388
1925-12-31,0.9998069550848496
1926-01-31,0.9998064840373658
1926-02-28,0.9998828664252176
1926-03-31,0.9996496871583661
1926-04-30,0.9998567719110669
1926-05-31,0.9973736947242501
1926-06-30,0.9064242167032137
1929-07-31,0.9074920001704305
1929-08-31,0.9823695363373909
1929-09-30,0.9935365721975254
1929-10-31,0.991199764471689
1929-11-30,0.9872691388221698
1929-12-31,0.9753580494471951
1930-01-31,0.9360999368020788
1930-02-28,0.8056564748028083
1930-03-31,0.7090388841705109
1934-07-31,0.9915438897321974
1934-08-31,0.9980601578885769
1934-09-30,0.9996351734163555
1934-10-31,0.9993342056826449
1934-11-30,0.9992785020373012
1934-12-31,0.9984161213926582
1935-01-31,0.9996529000165442
1935-02-28,0.9996905564519964
1935-03-31,0.9996856791153516
1935-04-30,0.9998497367912944
1935-05-31,0.9998566814402108
1935-06-30,0.9992682591649948
1935-07-31,0.9992261731917585
1935-08-31,0.9990563171209732
1935-09-30,0.9958849537115099
1935-10-31,0.9980106155513487
1935-11-30,0.9991840694087962
1935-12-31,0.9996322455028388
1936-01-31,0.9976533720453112
1936-02-29,0.9918642869951407
1936-03-31,0.9816567649965141
1936-04-30,0.9469084023662241
1936-05-31,0.947634858199014
1936-06-30,0.9839161188223924
1936-07-31,0.9967138642097627
1936-08-31,0.9990941946712588
1936-09-30,0.9992228711971717
1936-10-31,0.9991710545001521
1936-11-30,0.9980475489559457
1936-12-31,0.998043980621408
1937-01-31,0.9991645744288312
1937-02-28,0.9991883179106346
1937-03-31,0.9996728565932713
1937-04-30,0.9996604031844826
1937-05-31,0.9996213892646499
1937-06-30,0.9997365421314508
1937-07-31,0.9998263593705634
1937-08-31,0.9997963577817964
1937-09-30,0.9998624844242402
1937-10-31,0.9998800765945185
1937-11-30,0.9998228197788337
1937-12-31,0.9989163923581201
1938-01-31,0.9693313648511204
1938-02-28,0.8751998821795945
1940-02-29,0.8419282428439517
1940-03-31,0.9586592166767686
1940-04-30,0.9929212943868246
1940-05-31,0.9974161180882425
1940-06-30,0.9990019714783699
1940-07-31,0.9969937416063537
1940-08-31,0.989305213902633
1940-09-30,0.9298258547603206
1940-10-31,0.9088863278122832
1940-11-30,0.9242477304425877
1940-12-31,0.9775549178944077
1941-01-31,0.9942391344256813
1941-02-28,0.9928691131991536
1941-03-31,0.9902533175312981
1941-04-30,0.9528503413542565
1941-05-31,0.702157909848393
1943-10-31,0.7475715857389236
1943-11-30,0.9661161670526147
1943-12-31,0.997929882133793
1944-01-31,0.9996008582545184
1944-02-29,0.9996315681661985
1944-03-31,0.997055692526381
1944-04-30,0.9937015253612145
1944-05-31,0.9930454715500512
1944-06-30,0.9940216082633021
1944-07-31,0.9982266375508689
1944-08-31,0.9992310341342661
1944-09-30,0.9986337506620913
1944-10-31,0.9985833902876039
1944-11-30,0.9986360166442557
1944-12-31,0.9992853675519521
1945-01-31,0.9993180543888937
1945-02-28,0.9993183531162446
1945-03-31,0.9992911074228007
1945-04-30,0.9986999665327924
1945-05-31,0.9993002304680115
1945-06-30,0.9995997492358696
1945-07-31,0.9993339886928976
1945-08-31,0.9993204994126194
1945-09-30,0.9993198301060516
1945-10-31,0.9993196295649863
1945-11-30,0.9993160628740865
1945-12-31,0.9992364190589709
1946-01-31,0.9991978948627016
1946-02-28,0.9985462980294401
1946-03-31,0.9985812525700042
1946-04-30,0.9941956265264442
1946-05-31,0.9484439822541119
1948-12-31,0.9715762135185086
1949-01-31,0.9967136950562435
1949-02-28,0.9957991646525948
1949-03-31,0.9860496504738894
1949-04-30,0.8703948982490034
1950-06-30,0.7373210414482474
1950-07-31,0.9661286186905552
1950-08-31,0.9824006721542452
1950-09-30,0.9047052079087751
1950-10-31,0.827632048738701
1952-02-29,0.9927021063828583
1952-03-31,0.9987239491452976
1952-04-30,0.9992734408631598
1952-05-31,0.9989511397028804
1952-06-30,0.9993151311045169
1952-07-31,0.9997115319214605
1952-08-31,0.9997176322785644
1952-09-30,0.9993149235823232
1952-10-31,0.9987680934645624
1952-11-30,0.9966938991906773
1952-12-31,0.994489917945274
1953-01-31,0.9919638832619507
1953-02-28,0.9943233325742978
1953-03-31,0.996021413156961
1953-04-30,0.9952763712582249
1953-05-31,0.9962876169890154
1953-06-30,0.9958187594511306
1953-07-31,0.9920517087251131
1953-08-31,0.9932514387344952
1953-09-30,0.9940011838924031
1953-10-31,0.9957799125615568
1953-11-30,0.9942823657733828
1953-12-31,0.9944251089550039
1954-01-31,0.9964929387372603
1954-02-28,0.9977477964028203
