Date,High_Probability
1921-01-31,0.9564886718023974
1922-10-31,0.7923040912704804
1922-11-30,0.9955210228873497
1922-12-31,0.9614513773135356
1923-01-31,0.7114889632061314
1926-08-31,0.8510748640743054
1926-09-30,0.9088380565357977
1926-10-31,0.9352735114203022
1926-11-30,0.9757756505627543
1926-12-31,0.9836351219949234
1927-01-31,0.9955511386025696
1927-02-28,0.998540568767673
1927-03-31,0.9988072519747976
1927-04-30,0.9991857414191627
1927-05-31,0.9945831846766872
1927-06-30,0.9754575389344077
1927-07-31,0.9760740447596674
1927-08-31,0.9773360383329632
1927-09-30,0.9799024054612329
1927-10-31,0.9851106131483001
1927-11-30,0.9956752780788547
1927-12-31,0.9961350442667446
1928-01-31,0.9889928505986721
1928-02-29,0.9905844684959422
1928-03-31,0.9860421155193642
1928-04-30,0.9849754607046532
1928-05-31,0.9866433634506392
1928-06-30,0.9951042868874904
1928-07-31,0.9768684752004196
1928-08-31,0.9512928057703369
1928-09-30,0.9422685754811764
1928-10-31,0.9491898442300943
1928-11-30,0.9450213276626869
1928-12-31,0.9570744403069223
1929-01-31,0.9555299871342233
1929-02-28,0.93931653022278
1929-03-31,0.8971716916794135
1929-04-30,0.8654948788527127
1929-05-31,0.776090759548077
1930-06-30,0.931271029724498
1930-07-31,0.9980328892315095
1930-08-31,0.9952664662836588
1930-09-30,0.9841674222490225
1930-10-31,0.7651098154361542
1933-07-31,0.9796730238190423
1933-08-31,0.9902889051410251
1933-09-30,0.9491703164127531
1933-10-31,0.833156683584401
1938-04-30,0.735643121964702
1938-05-31,0.9531401351866315
1938-06-30,0.9903336718547572
1938-07-31,0.9981279028469966
1938-08-31,0.99879349029135
1938-09-30,0.9994069358460141
1938-10-31,0.9997123380522172
1938-11-30,0.9993891605206023
1938-12-31,0.9983569387010985
1939-01-31,0.9924338563162648
1939-02-28,0.9909828865373809
1939-03-31,0.992352473305425
1939-04-30,0.9981015343200371
1939-05-31,0.9970530219858618
1939-06-30,0.996873555615328
1939-07-31,0.9968351413423567
1939-08-31,0.9967819225949717
1939-09-30,0.9964979772271004
1939-10-31,0.9948312658501817
1939-11-30,0.9850195117277654
1939-12-31,0.9272539047931627
1949-06-30,0.7468216924181418
1949-07-31,0.9808515186831495
1949-08-31,0.9975254536805175
1949-09-30,0.9979825596409302
1949-10-31,0.9985995538551391
1949-11-30,0.9953179971476512
1949-12-31,0.9952455404352466
1950-01-31,0.989052692987363
1950-02-28,0.9516132407661652
1950-03-31,0.8707943812376373
1950-04-30,0.7681777157235816
2009-05-31,0.8543634598691667
2009-06-30,0.9305414882595043
2009-07-31,0.9534376469206698
2009-08-31,0.9020619461752577
2009-09-30,0.7374671283208987
